user_id,degree_encoded,specialization_encoded,cgpa_normalized,cgpa_category_encoded,certifications_count,coding_skills_encoded,internships_count,projects_count,experience_category_encoded,total_experience,has_research,research_level_encoded,extracurriculars,leadership_positions,field_courses,target_career_encoded
USER_3047,0,1,9.053585803496754,3,0,2,1,4,1,5,1,1,0,0,1,4
USER_3059,3,12,6.637024462454795,2,1,4,2,0,0,3,1,1,0,1,0,3
USER_3059,1,12,6.637024462454795,2,1,4,2,0,0,3,1,1,0,1,0,3
USER_3193,0,1,9.748919535554974,3,1,0,1,1,0,3,0,0,3,1,0,4
USER_3196,3,4,8.210871527298321,1,0,0,0,3,2,3,1,1,3,0,1,13
USER_3196,2,4,8.210871527298321,1,0,0,0,3,2,3,1,1,3,0,1,13
USER_3207,0,1,8.9710175444413,1,1,0,1,1,0,3,1,1,8,1,7,10
USER_3209,0,1,7.115516075709193,4,0,1,0,3,2,4,0,0,1,1,1,4
USER_3252,3,4,9.707109325603618,3,0,0,1,2,2,4,1,1,6,1,3,13
USER_3252,2,4,9.707109325603618,3,0,0,1,2,2,4,1,1,6,1,3,13
USER_3334,3,4,6.786663004172277,2,0,4,1,2,2,4,0,0,9,1,0,6
USER_3334,2,4,6.786663004172277,2,0,4,1,2,2,4,0,0,9,1,0,6
USER_3336,3,12,5.442367956498813,0,0,1,0,3,2,4,0,0,5,1,5,11
USER_3336,1,12,5.442367956498813,0,0,1,0,3,2,4,0,0,5,1,5,11
USER_3358,3,4,7.763205905586506,4,1,0,0,2,0,2,0,0,8,0,8,6
USER_3358,1,4,7.763205905586506,4,1,0,0,2,0,2,0,0,8,0,8,6
USER_3375,3,0,5.725188826771629,0,0,4,0,4,2,5,0,0,9,1,9,0
USER_3375,1,0,5.725188826771629,0,0,4,0,4,2,5,0,0,9,1,9,0
USER_3438,3,4,8.03445076938106,1,0,3,2,1,2,4,0,0,6,1,4,0
USER_3438,2,4,8.03445076938106,1,0,3,2,1,2,4,0,0,6,1,4,0
USER_3535,3,12,7.260096094186458,4,1,3,0,0,3,0,0,0,3,0,1,11
USER_3535,1,12,7.260096094186458,4,1,3,0,0,3,0,0,0,3,0,1,11
USER_3556,3,4,6.06027237364416,2,0,1,1,4,1,6,1,1,5,1,5,13
USER_3556,2,4,6.06027237364416,2,0,1,1,4,1,6,1,1,5,1,5,13
USER_3568,3,4,6.115087304114764,2,0,1,0,4,2,4,1,1,8,0,7,10
USER_3568,2,4,6.115087304114764,2,0,1,0,4,2,4,1,1,8,0,7,10
USER_3570,3,4,5.084256682749039,0,1,2,2,3,1,5,0,0,1,0,1,13
USER_3570,2,4,5.084256682749039,0,1,2,2,3,1,5,0,0,1,0,1,13
USER_3601,3,4,8.089807302792009,1,1,2,1,3,2,4,1,1,2,0,3,13
USER_3601,2,4,8.089807302792009,1,1,2,1,3,2,4,1,1,2,0,3,13
USER_3615,3,12,6.108765503842464,2,0,2,0,2,0,2,1,1,4,0,9,11
USER_3615,1,12,6.108765503842464,2,0,2,0,2,0,2,1,1,4,0,9,11
USER_3632,3,4,8.356788828130105,1,1,1,0,4,2,5,1,1,7,1,1,6
USER_3632,2,4,8.356788828130105,1,1,1,0,4,2,5,1,1,7,1,1,6
USER_3655,3,12,7.173070844377892,4,0,4,2,0,0,3,0,0,5,1,4,3
USER_3655,1,12,7.173070844377892,4,0,4,2,0,0,3,0,0,5,1,4,3
USER_3690,3,12,9.018940407168325,3,0,1,0,3,2,4,1,1,3,1,4,11
USER_3690,1,12,9.018940407168325,3,0,1,0,3,2,4,1,1,3,1,4,11
USER_3732,3,4,7.961271608939496,4,0,0,2,3,1,5,0,0,3,0,5,9
USER_3732,2,4,7.961271608939496,4,0,0,2,3,1,5,0,0,3,0,5,9
USER_3911,3,5,7.971614579337594,4,0,3,2,2,2,4,1,1,8,0,5,5
USER_3911,1,5,7.971614579337594,4,0,3,2,2,2,4,1,1,8,0,5,5
USER_3944,0,1,7.625217187956186,4,0,0,1,4,1,6,1,1,2,1,9,4
USER_4017,3,12,9.555483584896944,3,1,1,2,2,2,4,1,1,7,0,5,11
USER_4017,1,12,9.555483584896944,3,1,1,2,2,2,4,1,1,7,0,5,11
USER_4019,0,1,9.680321294821148,3,0,3,2,0,0,3,1,1,4,1,5,4
USER_4124,3,3,8.388123123729518,1,1,2,1,4,1,6,1,1,0,1,9,4
USER_4124,1,3,8.388123123729518,1,1,2,1,4,1,6,1,1,0,1,9,4
USER_4127,3,8,5.183046552607523,0,1,3,2,0,0,2,1,1,7,0,1,10
USER_4127,1,8,5.183046552607523,0,1,3,2,0,0,2,1,1,7,0,1,10
USER_4263,3,4,9.551291073779982,3,1,4,0,0,3,1,1,1,2,1,5,6
USER_4263,2,4,9.551291073779982,3,1,4,0,0,3,1,1,1,2,1,5,6
USER_4271,3,7,5.72642872172016,0,0,3,0,1,0,1,1,1,6,0,9,7
USER_4271,1,7,5.72642872172016,0,0,3,0,1,0,1,1,1,6,0,9,7
USER_4340,3,4,9.435436517841476,3,0,0,0,2,0,2,0,0,4,0,1,13
USER_4340,2,4,9.435436517841476,3,0,0,0,2,0,2,0,0,4,0,1,13
USER_4349,0,1,8.389955800893436,1,0,1,2,4,1,7,1,1,9,1,7,4
USER_4417,0,1,6.44109098930678,2,0,3,1,1,0,2,1,1,4,0,9,4
USER_4524,0,1,9.759667216129197,3,0,2,2,1,2,4,1,1,4,1,2,4
USER_4531,0,1,7.713464492760122,4,0,0,0,2,0,2,0,0,1,0,3,4
USER_4631,3,10,8.657466822623437,1,0,3,0,2,0,2,0,0,6,0,8,13
USER_4631,1,10,8.657466822623437,1,0,3,0,2,0,2,0,0,6,0,8,13
USER_4733,0,1,7.164755962945536,4,0,3,1,2,2,3,1,1,2,0,1,4
USER_4801,0,1,8.716144513871233,1,0,4,1,0,0,2,0,0,7,1,4,4
USER_4864,3,7,7.535759904286115,4,0,0,1,3,2,5,1,1,9,1,7,7
USER_4864,1,7,7.535759904286115,4,0,0,1,3,2,5,1,1,9,1,7,7
USER_4894,0,1,7.641095311274984,4,0,0,0,0,3,1,1,1,6,1,8,4
USER_4913,3,10,9.002086397807815,3,0,3,1,4,1,6,0,0,2,1,9,13
USER_4913,1,10,9.002086397807815,3,0,3,1,4,1,6,0,0,2,1,9,13
USER_4921,3,12,9.647020914669396,3,0,2,2,0,0,3,0,0,9,1,5,3
USER_4921,1,12,9.647020914669396,3,0,2,2,0,0,3,0,0,9,1,5,3
USER_5002,3,7,5.624786232767688,0,0,1,0,2,0,3,1,1,8,1,5,7
USER_5002,1,7,5.624786232767688,0,0,1,0,2,0,3,1,1,8,1,5,7
USER_5009,3,4,7.421728613869164,4,0,1,1,0,0,2,1,1,3,1,2,10
USER_5009,2,4,7.421728613869164,4,0,1,1,0,0,2,1,1,3,1,2,10
USER_5077,3,4,9.6745422955527,3,0,0,0,0,3,0,0,0,4,0,4,0
USER_5077,2,4,9.6745422955527,3,0,0,0,0,3,0,0,0,4,0,4,0
USER_5133,3,4,7.096279639499016,4,0,1,2,4,1,7,0,0,0,1,2,9
USER_5133,2,4,7.096279639499016,4,0,1,2,4,1,7,0,0,0,1,2,9
USER_5146,0,1,7.160112604034384,4,1,4,1,2,2,4,0,0,0,1,1,4
USER_5151,3,4,8.92559614132787,1,1,2,1,3,2,4,1,1,0,0,6,13
USER_5151,2,4,8.92559614132787,1,1,2,1,3,2,4,1,1,0,0,6,13
USER_5162,3,12,9.720456585931318,3,1,1,1,2,2,4,1,1,0,1,8,1
USER_5162,1,12,9.720456585931318,3,1,1,1,2,2,4,1,1,0,1,8,1
USER_5199,0,1,8.003093894140328,1,1,2,2,3,1,5,0,0,6,0,2,4
USER_5237,3,4,6.284732545256752,2,1,1,2,1,2,4,1,1,1,1,7,10
USER_5237,2,4,6.284732545256752,2,1,1,2,1,2,4,1,1,1,1,7,10
USER_5238,3,4,8.75254080554301,1,0,4,2,1,2,4,1,1,0,1,3,5
USER_5238,2,4,8.75254080554301,1,0,4,2,1,2,4,1,1,0,1,3,5
USER_5241,3,4,8.908764300425926,1,1,1,2,0,0,3,0,0,0,1,0,10
USER_5241,2,4,8.908764300425926,1,1,1,2,0,0,3,0,0,0,1,0,10
USER_5249,3,4,5.794709537040632,0,0,1,1,0,0,1,1,1,7,0,8,10
USER_5249,2,4,5.794709537040632,0,0,1,1,0,0,1,1,1,7,0,8,10
USER_5252,3,0,8.93424444106683,1,0,0,0,3,2,4,1,1,1,1,0,0
USER_5252,1,0,8.93424444106683,1,0,0,0,3,2,4,1,1,1,1,0,0
USER_5277,3,12,9.708448250708056,3,0,0,0,0,3,1,1,1,0,1,1,1
USER_5277,1,12,9.708448250708056,3,0,0,0,0,3,1,1,1,0,1,1,1
USER_5349,0,1,9.14079855283458,3,1,1,1,3,2,5,1,1,9,1,2,10
USER_5379,0,1,5.591456563387388,0,0,3,0,4,2,5,1,1,6,1,6,4
USER_5381,0,1,8.247372207865425,1,0,2,2,4,1,6,0,0,8,0,1,4
USER_5388,0,1,5.387731433058354,0,0,3,1,2,2,3,1,1,9,0,0,4
USER_5511,3,4,5.580647376026881,0,1,1,1,3,2,4,1,1,2,0,8,13
USER_5511,2,4,5.580647376026881,0,1,1,1,3,2,4,1,1,2,0,8,13
USER_5572,3,4,9.0363222708235,3,1,1,2,2,2,4,1,1,7,0,3,9
USER_5572,2,4,9.0363222708235,3,1,1,2,2,2,4,1,1,7,0,3,9
USER_5604,3,4,7.319460608511072,4,1,2,0,1,0,2,0,0,4,1,3,10
USER_5604,2,4,7.319460608511072,4,1,2,0,1,0,2,0,0,4,1,3,10
USER_5640,3,12,6.732048964623632,2,1,4,2,2,2,4,1,1,6,0,7,11
USER_5640,1,12,6.732048964623632,2,1,4,2,2,2,4,1,1,6,0,7,11
USER_5724,3,12,5.45396214741812,0,1,3,2,3,1,5,0,0,8,0,4,11
USER_5724,1,12,5.45396214741812,0,1,3,2,3,1,5,0,0,8,0,4,11
USER_5801,0,1,8.5127753326754,1,1,2,1,2,2,3,0,0,1,0,9,4
USER_5821,3,12,8.933538652648432,1,1,2,2,1,2,4,1,1,7,1,7,11
USER_5821,1,12,8.933538652648432,1,1,2,2,1,2,4,1,1,7,1,7,11
USER_5968,0,1,8.411101973554308,1,1,4,1,0,0,1,0,0,7,0,4,4
USER_5998,3,4,7.8606648197380835,4,1,0,1,1,0,3,1,1,0,1,5,9
USER_5998,1,4,7.8606648197380835,4,1,0,1,1,0,3,1,1,0,1,5,9
USER_6043,0,1,7.793383978288739,4,1,1,0,2,0,2,1,1,2,0,3,4
USER_6053,3,12,5.185809931439083,0,1,1,1,0,0,1,1,1,3,0,5,11
USER_6053,1,12,5.185809931439083,0,1,1,1,0,0,1,1,1,3,0,5,11
USER_6079,3,0,7.642191433094815,4,1,3,1,4,1,6,1,1,7,1,5,0
USER_6079,1,0,7.642191433094815,4,1,3,1,4,1,6,1,1,7,1,5,0
USER_6174,0,1,5.1945442933819965,0,0,1,1,0,0,1,0,0,7,0,1,4
USER_6183,3,4,9.837448822698692,3,0,4,2,3,1,5,1,1,1,0,7,6
USER_6183,1,4,9.837448822698692,3,0,4,2,3,1,5,1,1,1,0,7,6
USER_6193,0,1,9.998547124450027,3,0,4,1,2,2,4,0,0,6,1,6,4
USER_6241,3,10,9.100919775911176,3,1,3,1,2,2,3,0,0,6,0,4,13
USER_6241,1,10,9.100919775911176,3,1,3,1,2,2,3,0,0,6,0,4,13
USER_6253,0,1,8.963031253503235,1,0,2,0,3,2,4,1,1,6,1,2,4
USER_6293,3,4,5.876561697314504,0,1,4,0,4,2,4,1,1,1,0,0,5
USER_6293,2,4,5.876561697314504,0,1,4,0,4,2,4,1,1,1,0,0,5
USER_6304,3,4,6.083352941111359,2,1,4,1,1,0,3,1,1,6,1,5,6
USER_6304,2,4,6.083352941111359,2,1,4,1,1,0,3,1,1,6,1,5,6
USER_6322,3,12,6.571798615120428,2,1,1,0,2,0,3,0,0,1,1,5,1
USER_6322,1,12,6.571798615120428,2,1,1,0,2,0,3,0,0,1,1,5,1
USER_6330,3,12,8.888639074767607,1,1,0,0,3,2,4,0,0,6,1,7,1
USER_6330,1,12,8.888639074767607,1,1,0,0,3,2,4,0,0,6,1,7,1
USER_6395,0,1,9.627190760329114,3,0,1,0,3,2,4,1,1,3,1,2,4
USER_6417,3,4,6.559880749262198,2,0,1,1,3,2,5,1,1,4,1,3,13
USER_6417,2,4,6.559880749262198,2,0,1,1,3,2,5,1,1,4,1,3,13
USER_6430,3,4,8.260289965836545,1,1,4,1,3,2,5,1,1,5,1,3,13
USER_6430,2,4,8.260289965836545,1,1,4,1,3,2,5,1,1,5,1,3,13
USER_6477,3,4,8.541034108935062,1,0,0,2,0,0,3,0,0,2,1,0,0
USER_6477,2,4,8.541034108935062,1,0,0,2,0,0,3,0,0,2,1,0,0
USER_6493,0,1,9.76453946950453,3,0,3,1,4,1,6,1,1,3,1,6,4
USER_6604,3,4,7.528986426385442,4,0,0,1,3,2,4,0,0,2,0,7,13
USER_6604,2,4,7.528986426385442,4,0,0,1,3,2,4,0,0,2,0,7,13
USER_6606,3,3,8.976966725105086,1,1,2,1,4,1,5,1,1,1,0,7,4
USER_6606,1,3,8.976966725105086,1,1,2,1,4,1,5,1,1,1,0,7,4
USER_6616,0,1,7.1232564281370525,4,1,1,2,1,2,4,0,0,8,1,9,4
USER_6624,3,12,7.989800243904574,4,0,4,0,4,2,5,0,0,4,1,9,1
USER_6624,1,12,7.989800243904574,4,0,4,0,4,2,5,0,0,4,1,9,1
USER_6641,3,12,7.62059827365741,4,0,3,2,1,2,3,0,0,5,0,1,1
USER_6641,1,12,7.62059827365741,4,0,3,2,1,2,3,0,0,5,0,1,1
USER_6674,0,1,7.867648566347977,4,0,1,1,4,1,5,0,0,3,0,4,4
USER_6817,3,4,5.129821150137289,0,1,3,2,1,2,4,1,1,8,1,5,9
USER_6817,1,4,5.129821150137289,0,1,3,2,1,2,4,1,1,8,1,5,9
USER_6821,3,8,7.184966324384824,4,0,2,2,3,1,6,1,1,7,1,5,10
USER_6821,1,8,7.184966324384824,4,0,2,2,3,1,6,1,1,7,1,5,10
USER_6825,3,4,6.7850404714672194,2,0,4,2,2,2,5,1,1,1,1,6,6
USER_6825,2,4,6.7850404714672194,2,0,4,2,2,2,5,1,1,1,1,6,6
USER_6847,3,7,8.367709849719907,1,1,3,0,3,2,3,0,0,8,0,6,7
